sent,quest,ans
Mary went back to the bedroom . Sandra moved to the garden .Where is Sandra ?,garden,hallway
Mary went back to the bedroom . Sandra moved to the garden . Daniel journeyed to the bathroom . Mary travelled to the office .Where is Mary ?,office,hallway
Mary went back to the bedroom . Sandra moved to the garden . Daniel journeyed to the bathroom . Mary travelled to the office . Daniel went to the hallway . Sandra travelled to the hallway . John journeyed to the garden . John journeyed to the office .Where is John ?,office,kitchen
Mary went back to the bedroom . Sandra moved to the garden . Daniel journeyed to the bathroom . Mary travelled to the office . Daniel went to the hallway . Sandra travelled to the hallway . John journeyed to the garden . John journeyed to the office . Daniel moved to the garden . Mary travelled to the bathroom .Where is John ?,office,kitchen
Sandra journeyed to the bathroom . John moved to the garden .Where is Sandra ?,bathroom,hallway
Sandra journeyed to the bathroom . John moved to the garden . Sandra went back to the garden . Daniel moved to the kitchen .Where is Sandra ?,garden,hallway
Sandra journeyed to the bathroom . John moved to the garden . Sandra went back to the garden . Daniel moved to the kitchen . Sandra travelled to the bedroom . John went to the bathroom .Where is Sandra ?,bedroom,hallway
Sandra journeyed to the bathroom . John moved to the garden . Sandra went back to the garden . Daniel moved to the kitchen . Sandra travelled to the bedroom . John went to the bathroom . Daniel went back to the bathroom . Mary journeyed to the bedroom .Where is John ?,bathroom,kitchen
Sandra journeyed to the bathroom . John moved to the garden . Sandra went back to the garden . Daniel moved to the kitchen . Sandra travelled to the bedroom . John went to the bathroom . Daniel went back to the bathroom . Mary journeyed to the bedroom . Daniel went to the garden . Daniel journeyed to the bedroom .Where is Daniel ?,bedroom,kitchen
John went to the bathroom . Daniel moved to the kitchen . Sandra travelled to the office . Daniel went to the office .Where is Sandra ?,office,hallway
John went to the bathroom . Daniel moved to the kitchen . Sandra travelled to the office . Daniel went to the office . John moved to the office . Daniel journeyed to the garden .Where is Sandra ?,office,hallway
John went to the bathroom . Daniel moved to the kitchen . Sandra travelled to the office . Daniel went to the office . John moved to the office . Daniel journeyed to the garden . Sandra went back to the bedroom . Daniel went back to the kitchen . Daniel went back to the bathroom . Mary went back to the garden .Where is Daniel ?,bathroom,kitchen
Sandra moved to the office . Daniel moved to the kitchen .Where is Sandra ?,office,hallway
Sandra moved to the office . Daniel moved to the kitchen . Mary moved to the garden . Mary journeyed to the kitchen . Mary moved to the hallway . John went to the bedroom . John moved to the office . Daniel went back to the hallway .Where is John ?,office,kitchen
Sandra moved to the office . Daniel moved to the kitchen . Mary moved to the garden . Mary journeyed to the kitchen . Mary moved to the hallway . John went to the bedroom . John moved to the office . Daniel went back to the hallway . Daniel journeyed to the garden . John travelled to the bathroom .Where is John ?,bathroom,kitchen
Sandra journeyed to the office . Sandra travelled to the bathroom .Where is Sandra ?,bathroom,hallway
Sandra journeyed to the office . Sandra travelled to the bathroom . Daniel moved to the bedroom . Daniel went to the garden .Where is Daniel ?,garden,kitchen
Sandra journeyed to the office . Sandra travelled to the bathroom . Daniel moved to the bedroom . Daniel went to the garden . Mary journeyed to the hallway . Sandra went to the office .Where is Sandra ?,office,hallway
Sandra journeyed to the office . Sandra travelled to the bathroom . Daniel moved to the bedroom . Daniel went to the garden . Mary journeyed to the hallway . Sandra went to the office . Daniel went back to the bathroom . Mary travelled to the kitchen .Where is Sandra ?,office,hallway
Sandra journeyed to the office . Sandra travelled to the bathroom . Daniel moved to the bedroom . Daniel went to the garden . Mary journeyed to the hallway . Sandra went to the office . Daniel went back to the bathroom . Mary travelled to the kitchen . Daniel went back to the garden . John journeyed to the garden .Where is John ?,garden,kitchen
Sandra went to the bedroom . John went back to the office .Where is John ?,office,kitchen
Sandra went to the bedroom . John went back to the office . Sandra moved to the bathroom . Mary went to the garden .Where is Sandra ?,bathroom,hallway
Sandra went to the bedroom . John went back to the office . Sandra moved to the bathroom . Mary went to the garden . Daniel travelled to the bedroom . Sandra moved to the hallway .Where is John ?,office,kitchen
Sandra went to the bedroom . John went back to the office . Sandra moved to the bathroom . Mary went to the garden . Daniel travelled to the bedroom . Sandra moved to the hallway . John travelled to the kitchen . Daniel moved to the garden .Where is Daniel ?,garden,kitchen
Sandra went to the bedroom . John went back to the office . Sandra moved to the bathroom . Mary went to the garden . Daniel travelled to the bedroom . Sandra moved to the hallway . John travelled to the kitchen . Daniel moved to the garden . Sandra journeyed to the bathroom . Mary journeyed to the bathroom .Where is Sandra ?,bathroom,hallway
John travelled to the kitchen . Mary travelled to the kitchen .Where is Mary ?,kitchen,hallway
John travelled to the kitchen . Mary travelled to the kitchen . Mary went back to the bathroom . Sandra travelled to the hallway . Mary went to the garden . John travelled to the bedroom .Where is John ?,bedroom,kitchen
John travelled to the kitchen . Mary travelled to the kitchen . Mary went back to the bathroom . Sandra travelled to the hallway . Mary went to the garden . John travelled to the bedroom . John travelled to the office . Mary travelled to the kitchen .Where is Mary ?,kitchen,hallway
Sandra went to the garden . Daniel went to the garden .Where is Sandra ?,garden,hallway
Sandra went to the garden . Daniel went to the garden . Sandra journeyed to the kitchen . John journeyed to the hallway .Where is Daniel ?,garden,kitchen
Sandra went to the garden . Daniel went to the garden . Sandra journeyed to the kitchen . John journeyed to the hallway . Mary moved to the bathroom . Mary journeyed to the garden .Where is John ?,hallway,kitchen
Sandra went to the garden . Daniel went to the garden . Sandra journeyed to the kitchen . John journeyed to the hallway . Mary moved to the bathroom . Mary journeyed to the garden . Mary moved to the hallway . Sandra went back to the hallway . Mary went back to the bathroom . Daniel travelled to the bedroom .Where is Mary ?,bathroom,hallway
Sandra went to the bathroom . Mary journeyed to the bathroom .Where is Mary ?,bathroom,hallway
Sandra went to the bathroom . Mary journeyed to the bathroom . Sandra went back to the kitchen . Daniel went back to the hallway .Where is Mary ?,bathroom,hallway
Sandra went to the bathroom . Mary journeyed to the bathroom . Sandra went back to the kitchen . Daniel went back to the hallway . John moved to the garden . Daniel went to the office .Where is Mary ?,bathroom,hallway
Sandra went to the bathroom . Mary journeyed to the bathroom . Sandra went back to the kitchen . Daniel went back to the hallway . John moved to the garden . Daniel went to the office . Mary moved to the hallway . John travelled to the office .Where is John ?,office,kitchen
Daniel went to the bathroom . Daniel moved to the garden .Where is Daniel ?,garden,kitchen
Daniel went to the bathroom . Daniel moved to the garden . Daniel travelled to the bedroom . Daniel journeyed to the bathroom .Where is Daniel ?,bathroom,kitchen
Daniel went to the bathroom . Daniel moved to the garden . Daniel travelled to the bedroom . Daniel journeyed to the bathroom . Daniel journeyed to the office . John journeyed to the bathroom .Where is Daniel ?,office,kitchen
Daniel went to the bathroom . Daniel moved to the garden . Daniel travelled to the bedroom . Daniel journeyed to the bathroom . Daniel journeyed to the office . John journeyed to the bathroom . John went to the garden . Sandra travelled to the bathroom .Where is Daniel ?,office,kitchen
Sandra journeyed to the garden . Daniel journeyed to the garden .Where is Daniel ?,garden,kitchen
Sandra journeyed to the garden . Daniel journeyed to the garden . John journeyed to the bedroom . Daniel journeyed to the office .Where is Sandra ?,garden,hallway
Sandra journeyed to the garden . Daniel journeyed to the garden . John journeyed to the bedroom . Daniel journeyed to the office . Mary journeyed to the garden . Sandra travelled to the hallway .Where is Daniel ?,office,kitchen
Sandra journeyed to the garden . Daniel journeyed to the garden . John journeyed to the bedroom . Daniel journeyed to the office . Mary journeyed to the garden . Sandra travelled to the hallway . John travelled to the garden . Sandra travelled to the bedroom .Where is Sandra ?,bedroom,hallway
Sandra journeyed to the garden . Daniel journeyed to the garden . John journeyed to the bedroom . Daniel journeyed to the office . Mary journeyed to the garden . Sandra travelled to the hallway . John travelled to the garden . Sandra travelled to the bedroom . Mary moved to the hallway . Mary went back to the kitchen .Where is John ?,garden,kitchen
John travelled to the garden . Mary went back to the office .Where is Mary ?,office,hallway
John travelled to the garden . Mary went back to the office . Sandra went back to the hallway . Daniel travelled to the bedroom .Where is Daniel ?,bedroom,kitchen
John travelled to the garden . Mary went back to the office . Sandra went back to the hallway . Daniel travelled to the bedroom . Mary went back to the kitchen . Mary went to the office .Where is Mary ?,office,hallway
John travelled to the garden . Mary went back to the office . Sandra went back to the hallway . Daniel travelled to the bedroom . Mary went back to the kitchen . Mary went to the office . John went back to the bedroom . Daniel went back to the kitchen .Where is Mary ?,office,hallway
John travelled to the garden . Mary went back to the office . Sandra went back to the hallway . Daniel travelled to the bedroom . Mary went back to the kitchen . Mary went to the office . John went back to the bedroom . Daniel went back to the kitchen . Daniel went to the garden . John moved to the kitchen .Where is Daniel ?,garden,kitchen
Sandra moved to the garden . John went to the garden .Where is John ?,garden,kitchen
Sandra moved to the garden . John went to the garden . Sandra went to the bathroom . Sandra went to the kitchen .Where is Sandra ?,kitchen,hallway
Sandra moved to the garden . John went to the garden . Sandra went to the bathroom . Sandra went to the kitchen . Daniel moved to the kitchen . Mary journeyed to the kitchen .Where is Sandra ?,kitchen,hallway
Sandra moved to the garden . John went to the garden . Sandra went to the bathroom . Sandra went to the kitchen . Daniel moved to the kitchen . Mary journeyed to the kitchen . Daniel journeyed to the office . Daniel went to the garden .Where is Daniel ?,garden,kitchen
Sandra moved to the garden . John went to the garden . Sandra went to the bathroom . Sandra went to the kitchen . Daniel moved to the kitchen . Mary journeyed to the kitchen . Daniel journeyed to the office . Daniel went to the garden . John moved to the bedroom . Mary went back to the office .Where is Daniel ?,garden,kitchen
Daniel travelled to the bedroom . Sandra moved to the bathroom .Where is Sandra ?,bathroom,hallway
Daniel travelled to the bedroom . Sandra moved to the bathroom . John went back to the bedroom . Sandra travelled to the kitchen .Where is John ?,bedroom,kitchen
Daniel travelled to the bedroom . Sandra moved to the bathroom . John went back to the bedroom . Sandra travelled to the kitchen . Sandra went back to the office . Sandra moved to the garden .Where is Sandra ?,garden,hallway
Daniel travelled to the bedroom . Sandra moved to the bathroom . John went back to the bedroom . Sandra travelled to the kitchen . Sandra went back to the office . Sandra moved to the garden . Daniel went to the kitchen . John travelled to the bathroom .Where is Sandra ?,garden,hallway
Daniel travelled to the bedroom . Sandra moved to the bathroom . John went back to the bedroom . Sandra travelled to the kitchen . Sandra went back to the office . Sandra moved to the garden . Daniel went to the kitchen . John travelled to the bathroom . Daniel went to the bedroom . Mary went back to the office .Where is Daniel ?,bedroom,kitchen
Daniel journeyed to the hallway . Sandra went to the kitchen .Where is Sandra ?,kitchen,hallway
Daniel journeyed to the hallway . Sandra went to the kitchen . John travelled to the kitchen . John went back to the office .Where is John ?,office,kitchen
Daniel journeyed to the hallway . Sandra went to the kitchen . John travelled to the kitchen . John went back to the office . Mary moved to the bathroom . Daniel travelled to the office .Where is Sandra ?,kitchen,hallway
Daniel journeyed to the hallway . Sandra went to the kitchen . John travelled to the kitchen . John went back to the office . Mary moved to the bathroom . Daniel travelled to the office . Daniel went back to the bedroom . Sandra went to the office .Where is Daniel ?,bedroom,kitchen
Daniel journeyed to the hallway . Sandra went to the kitchen . John travelled to the kitchen . John went back to the office . Mary moved to the bathroom . Daniel travelled to the office . Daniel went back to the bedroom . Sandra went to the office . Sandra went back to the garden . Mary moved to the kitchen .Where is Daniel ?,bedroom,kitchen
John journeyed to the office . Sandra travelled to the garden .Where is John ?,office,kitchen
John journeyed to the office . Sandra travelled to the garden . Sandra moved to the office . Daniel travelled to the hallway .Where is Daniel ?,hallway,kitchen
John journeyed to the office . Sandra travelled to the garden . Sandra moved to the office . Daniel travelled to the hallway . John travelled to the bathroom . Daniel journeyed to the garden .Where is Sandra ?,office,hallway
Mary moved to the bathroom . Mary went to the hallway . Daniel travelled to the bedroom . Mary journeyed to the garden .Where is Mary ?,garden,hallway
Mary moved to the bathroom . Mary went to the hallway . Daniel travelled to the bedroom . Mary journeyed to the garden . John travelled to the office . Daniel travelled to the office .Where is Daniel ?,office,kitchen
Mary moved to the bathroom . Mary went to the hallway . Daniel travelled to the bedroom . Mary journeyed to the garden . John travelled to the office . Daniel travelled to the office . Mary went to the bedroom . Sandra went back to the kitchen .Where is Sandra ?,kitchen,hallway
Mary moved to the bathroom . Mary went to the hallway . Daniel travelled to the bedroom . Mary journeyed to the garden . John travelled to the office . Daniel travelled to the office . Mary went to the bedroom . Sandra went back to the kitchen . Sandra journeyed to the bedroom . Sandra went to the garden .Where is Sandra ?,garden,hallway
Daniel went back to the hallway . Mary went back to the office .Where is Mary ?,office,hallway
Daniel went back to the hallway . Mary went back to the office . Mary went to the garden . Mary went back to the kitchen .Where is Daniel ?,hallway,kitchen
Daniel went back to the hallway . Mary went back to the office . Mary went to the garden . Mary went back to the kitchen . Sandra moved to the bedroom . John travelled to the hallway .Where is John ?,hallway,kitchen
Daniel went back to the hallway . Mary went back to the office . Mary went to the garden . Mary went back to the kitchen . Sandra moved to the bedroom . John travelled to the hallway . Sandra went back to the garden . John journeyed to the kitchen .Where is Mary ?,kitchen,hallway
Sandra travelled to the bedroom . John travelled to the garden .Where is Sandra ?,bedroom,hallway
Sandra travelled to the bedroom . John travelled to the garden . Mary went to the hallway . Mary went back to the bedroom .Where is John ?,garden,kitchen
Sandra travelled to the bedroom . John travelled to the garden . Mary went to the hallway . Mary went back to the bedroom . Sandra went to the kitchen . Sandra journeyed to the garden .Where is Sandra ?,garden,hallway
Sandra travelled to the bedroom . John travelled to the garden . Mary went to the hallway . Mary went back to the bedroom . Sandra went to the kitchen . Sandra journeyed to the garden . Daniel journeyed to the office . Sandra moved to the bedroom .Where is Sandra ?,bedroom,hallway
Sandra travelled to the bedroom . John travelled to the garden . Mary went to the hallway . Mary went back to the bedroom . Sandra went to the kitchen . Sandra journeyed to the garden . Daniel journeyed to the office . Sandra moved to the bedroom . Mary moved to the kitchen . Mary went to the bathroom .Where is Sandra ?,bedroom,hallway
Sandra travelled to the bathroom . Mary journeyed to the office .Where is Sandra ?,bathroom,hallway
Sandra travelled to the bathroom . Mary journeyed to the office . Sandra travelled to the kitchen . John moved to the office .Where is John ?,office,kitchen
Sandra travelled to the bathroom . Mary journeyed to the office . Sandra travelled to the kitchen . John moved to the office . Mary went to the hallway . John went back to the hallway . John moved to the bedroom . Mary moved to the garden .Where is Mary ?,garden,hallway
Daniel went back to the kitchen . Daniel travelled to the garden .Where is Daniel ?,garden,kitchen
Daniel went back to the kitchen . Daniel travelled to the garden . Daniel travelled to the bathroom . Mary went back to the bathroom .Where is Daniel ?,bathroom,kitchen
Daniel went back to the kitchen . Daniel travelled to the garden . Daniel travelled to the bathroom . Mary went back to the bathroom . Mary travelled to the garden . John went back to the garden .Where is Mary ?,garden,hallway
Daniel went back to the kitchen . Daniel travelled to the garden . Daniel travelled to the bathroom . Mary went back to the bathroom . Mary travelled to the garden . John went back to the garden . Daniel went to the office . Daniel moved to the garden .Where is John ?,garden,kitchen
Daniel went back to the kitchen . Daniel travelled to the garden . Daniel travelled to the bathroom . Mary went back to the bathroom . Mary travelled to the garden . John went back to the garden . Daniel went to the office . Daniel moved to the garden . Sandra travelled to the bathroom . John moved to the bedroom .Where is Daniel ?,garden,kitchen
Sandra travelled to the hallway . Sandra went to the garden .Where is Sandra ?,garden,hallway
Sandra travelled to the hallway . Sandra went to the garden . Mary moved to the bedroom . Daniel went to the kitchen .Where is Sandra ?,garden,hallway
Sandra travelled to the hallway . Sandra went to the garden . Mary moved to the bedroom . Daniel went to the kitchen . John travelled to the hallway . Daniel went back to the hallway .Where is Daniel ?,hallway,kitchen
Sandra travelled to the hallway . Sandra went to the garden . Mary moved to the bedroom . Daniel went to the kitchen . John travelled to the hallway . Daniel went back to the hallway . Mary travelled to the hallway . John went to the office . John travelled to the garden . Sandra went to the kitchen .Where is Daniel ?,hallway,kitchen
Daniel travelled to the office . Daniel journeyed to the hallway .Where is Daniel ?,hallway,kitchen
Daniel travelled to the office . Daniel journeyed to the hallway . Sandra travelled to the bathroom . Sandra moved to the hallway .Where is Daniel ?,hallway,kitchen
Daniel travelled to the office . Daniel journeyed to the hallway . Sandra travelled to the bathroom . Sandra moved to the hallway . Mary went to the garden . Daniel moved to the bedroom .Where is Mary ?,garden,hallway
Daniel travelled to the office . Daniel journeyed to the hallway . Sandra travelled to the bathroom . Sandra moved to the hallway . Mary went to the garden . Daniel moved to the bedroom . John went to the hallway . Sandra travelled to the kitchen .Where is Mary ?,garden,hallway
Daniel travelled to the office . Daniel journeyed to the hallway . Sandra travelled to the bathroom . Sandra moved to the hallway . Mary went to the garden . Daniel moved to the bedroom . John went to the hallway . Sandra travelled to the kitchen . Sandra moved to the garden . Mary moved to the office .Where is Mary ?,office,hallway
Mary journeyed to the office . Mary journeyed to the bedroom .Where is Mary ?,bedroom,hallway
Mary journeyed to the office . Mary journeyed to the bedroom . Sandra went to the garden . Sandra moved to the kitchen .Where is Sandra ?,kitchen,hallway
Mary journeyed to the office . Mary journeyed to the bedroom . Sandra went to the garden . Sandra moved to the kitchen . Sandra went to the bathroom . Daniel moved to the office .Where is Sandra ?,bathroom,hallway
Mary journeyed to the office . Mary journeyed to the bedroom . Sandra went to the garden . Sandra moved to the kitchen . Sandra went to the bathroom . Daniel moved to the office . John went back to the office . John went to the garden .Where is Sandra ?,bathroom,hallway
Mary journeyed to the office . Mary journeyed to the bedroom . Sandra went to the garden . Sandra moved to the kitchen . Sandra went to the bathroom . Daniel moved to the office . John went back to the office . John went to the garden . John went to the bedroom . Mary moved to the garden .Where is John ?,bedroom,kitchen
John travelled to the bedroom . Mary went to the bathroom .Where is Mary ?,bathroom,hallway
John travelled to the bedroom . Mary went to the bathroom . Mary journeyed to the bedroom . Sandra travelled to the hallway .Where is John ?,bedroom,kitchen
John travelled to the bedroom . Mary went to the bathroom . Mary journeyed to the bedroom . Sandra travelled to the hallway . Daniel went back to the hallway . Sandra journeyed to the office .Where is Mary ?,bedroom,hallway
John travelled to the bedroom . Mary went to the bathroom . Mary journeyed to the bedroom . Sandra travelled to the hallway . Daniel went back to the hallway . Sandra journeyed to the office . John moved to the garden . Mary travelled to the office .Where is Sandra ?,office,hallway
John travelled to the bedroom . Mary went to the bathroom . Mary journeyed to the bedroom . Sandra travelled to the hallway . Daniel went back to the hallway . Sandra journeyed to the office . John moved to the garden . Mary travelled to the office . John travelled to the kitchen . Daniel went back to the kitchen .Where is Mary ?,office,hallway
Sandra journeyed to the kitchen . Daniel journeyed to the bathroom .Where is Sandra ?,kitchen,hallway
Sandra journeyed to the kitchen . Daniel journeyed to the bathroom . Mary went to the garden . Mary travelled to the office .Where is Mary ?,office,hallway
Sandra journeyed to the kitchen . Daniel journeyed to the bathroom . Mary went to the garden . Mary travelled to the office . Sandra travelled to the bedroom . John travelled to the office .Where is John ?,office,kitchen
Sandra journeyed to the kitchen . Daniel journeyed to the bathroom . Mary went to the garden . Mary travelled to the office . Sandra travelled to the bedroom . John travelled to the office . Sandra journeyed to the office . Sandra moved to the kitchen .Where is Mary ?,office,hallway
Sandra journeyed to the kitchen . Daniel journeyed to the bathroom . Mary went to the garden . Mary travelled to the office . Sandra travelled to the bedroom . John travelled to the office . Sandra journeyed to the office . Sandra moved to the kitchen . Mary travelled to the bedroom . Mary moved to the hallway .Where is Sandra ?,kitchen,hallway
Daniel travelled to the garden . Mary went to the kitchen .Where is Mary ?,kitchen,hallway
Daniel travelled to the garden . Mary went to the kitchen . John travelled to the bedroom . Daniel journeyed to the hallway .Where is Daniel ?,hallway,kitchen
Daniel travelled to the garden . Mary went to the kitchen . John travelled to the bedroom . Daniel journeyed to the hallway . Mary moved to the bathroom . John travelled to the garden .Where is Mary ?,bathroom,hallway
Daniel travelled to the garden . Mary went to the kitchen . John travelled to the bedroom . Daniel journeyed to the hallway . Mary moved to the bathroom . John travelled to the garden . Sandra went back to the hallway . Mary travelled to the bedroom .Where is Mary ?,bedroom,hallway
Daniel travelled to the garden . Mary went to the kitchen . John travelled to the bedroom . Daniel journeyed to the hallway . Mary moved to the bathroom . John travelled to the garden . Sandra went back to the hallway . Mary travelled to the bedroom . Sandra journeyed to the office . Mary went back to the bathroom .Where is Sandra ?,office,hallway
Daniel went back to the kitchen . Daniel moved to the office .Where is Daniel ?,office,kitchen
Daniel went back to the kitchen . Daniel moved to the office . Daniel went back to the bedroom . John moved to the garden .Where is Daniel ?,bedroom,kitchen
Daniel went back to the kitchen . Daniel moved to the office . Daniel went back to the bedroom . John moved to the garden . Daniel travelled to the office . Mary journeyed to the garden .Where is Daniel ?,office,kitchen
Daniel went back to the kitchen . Daniel moved to the office . Daniel went back to the bedroom . John moved to the garden . Daniel travelled to the office . Mary journeyed to the garden . Sandra went to the bathroom . Mary moved to the bedroom .Where is Sandra ?,bathroom,hallway
Daniel went back to the kitchen . Daniel moved to the office . Daniel went back to the bedroom . John moved to the garden . Daniel travelled to the office . Mary journeyed to the garden . Sandra went to the bathroom . Mary moved to the bedroom . Sandra moved to the garden . John travelled to the hallway .Where is Sandra ?,garden,hallway
Sandra moved to the garden . John went to the bedroom .Where is John ?,bedroom,kitchen
Sandra moved to the garden . John went to the bedroom . John moved to the bathroom . John went to the garden .Where is John ?,garden,kitchen
Sandra moved to the garden . John went to the bedroom . John moved to the bathroom . John went to the garden . John journeyed to the bedroom . Sandra went to the office .Where is John ?,bedroom,kitchen
Sandra moved to the garden . John went to the bedroom . John moved to the bathroom . John went to the garden . John journeyed to the bedroom . Sandra went to the office . Sandra went to the bathroom . Sandra moved to the kitchen .Where is Sandra ?,kitchen,hallway
Sandra moved to the garden . John went to the bedroom . John moved to the bathroom . John went to the garden . John journeyed to the bedroom . Sandra went to the office . Sandra went to the bathroom . Sandra moved to the kitchen . Sandra went to the bedroom . Sandra went to the office .Where is Sandra ?,office,hallway
Daniel journeyed to the kitchen . Sandra went to the bedroom . Daniel went back to the hallway . Mary went back to the office .Where is Daniel ?,hallway,kitchen
Daniel journeyed to the kitchen . Sandra went to the bedroom . Daniel went back to the hallway . Mary went back to the office . Mary went to the garden . Daniel journeyed to the office .Where is Sandra ?,bedroom,hallway
Daniel journeyed to the kitchen . Sandra went to the bedroom . Daniel went back to the hallway . Mary went back to the office . Mary went to the garden . Daniel journeyed to the office . Sandra went to the bathroom . John travelled to the bedroom .Where is Mary ?,garden,hallway
Daniel journeyed to the kitchen . Sandra went to the bedroom . Daniel went back to the hallway . Mary went back to the office . Mary went to the garden . Daniel journeyed to the office . Sandra went to the bathroom . John travelled to the bedroom . Sandra went to the kitchen . Daniel travelled to the bedroom .Where is Sandra ?,kitchen,hallway
John went back to the bathroom . John went to the bedroom .Where is John ?,bedroom,kitchen
John went back to the bathroom . John went to the bedroom . Daniel travelled to the bedroom . Sandra journeyed to the garden .Where is Sandra ?,garden,hallway
John went back to the bathroom . John went to the bedroom . Daniel travelled to the bedroom . Sandra journeyed to the garden . Daniel went back to the bathroom . Sandra journeyed to the bathroom .Where is Sandra ?,bathroom,hallway
John went back to the bathroom . John went to the bedroom . Daniel travelled to the bedroom . Sandra journeyed to the garden . Daniel went back to the bathroom . Sandra journeyed to the bathroom . Mary journeyed to the office . Daniel went to the hallway .Where is Daniel ?,hallway,kitchen
John went back to the bathroom . John went to the bedroom . Daniel travelled to the bedroom . Sandra journeyed to the garden . Daniel went back to the bathroom . Sandra journeyed to the bathroom . Mary journeyed to the office . Daniel went to the hallway . Sandra journeyed to the bedroom . Sandra travelled to the office .Where is Sandra ?,office,hallway
Mary travelled to the hallway . Daniel journeyed to the bedroom .Where is Daniel ?,bedroom,kitchen
Mary travelled to the hallway . Daniel journeyed to the bedroom . John went back to the garden . Sandra journeyed to the bathroom .Where is Daniel ?,bedroom,kitchen
Mary travelled to the hallway . Daniel journeyed to the bedroom . John went back to the garden . Sandra journeyed to the bathroom . John went to the kitchen . Sandra journeyed to the garden . Sandra moved to the hallway . John went back to the garden . Sandra went to the bathroom . Mary went to the office .Where is Sandra ?,bathroom,hallway
Sandra went back to the hallway . Mary went back to the kitchen . John journeyed to the bathroom . Daniel went back to the hallway . Sandra moved to the office . Sandra journeyed to the bathroom .Where is Sandra ?,bathroom,hallway
Sandra went back to the hallway . Mary went back to the kitchen . John journeyed to the bathroom . Daniel went back to the hallway . Sandra moved to the office . Sandra journeyed to the bathroom . Sandra journeyed to the bedroom . John went to the hallway .Where is Daniel ?,hallway,kitchen
Sandra went back to the hallway . Mary went back to the kitchen . John journeyed to the bathroom . Daniel went back to the hallway . Sandra moved to the office . Sandra journeyed to the bathroom . Sandra journeyed to the bedroom . John went to the hallway . Mary went to the bathroom . Mary travelled to the bedroom .Where is Mary ?,bedroom,hallway
John travelled to the kitchen . Sandra moved to the bathroom . Daniel moved to the kitchen . Sandra moved to the kitchen . Daniel went to the hallway . John went to the office .Where is John ?,office,kitchen
John travelled to the kitchen . Sandra moved to the bathroom . Daniel moved to the kitchen . Sandra moved to the kitchen . Daniel went to the hallway . John went to the office . Sandra went back to the garden . Sandra went to the bedroom .Where is Sandra ?,bedroom,hallway
John travelled to the kitchen . Sandra moved to the bathroom . Daniel moved to the kitchen . Sandra moved to the kitchen . Daniel went to the hallway . John went to the office . Sandra went back to the garden . Sandra went to the bedroom . John went to the bedroom . John journeyed to the bathroom .Where is Sandra ?,bedroom,hallway
John went to the office . Sandra went to the kitchen .Where is John ?,office,kitchen
John went to the office . Sandra went to the kitchen . John went back to the kitchen . Mary moved to the garden . Mary went to the kitchen . Sandra moved to the bedroom .Where is Mary ?,kitchen,hallway
John went to the office . Sandra went to the kitchen . John went back to the kitchen . Mary moved to the garden . Mary went to the kitchen . Sandra moved to the bedroom . Sandra moved to the hallway . John went back to the hallway .Where is Mary ?,kitchen,hallway
John went to the office . Sandra went to the kitchen . John went back to the kitchen . Mary moved to the garden . Mary went to the kitchen . Sandra moved to the bedroom . Sandra moved to the hallway . John went back to the hallway . Sandra travelled to the bedroom . Daniel moved to the office .Where is Daniel ?,office,kitchen
Mary went to the kitchen . Sandra went to the garden .Where is Sandra ?,garden,hallway
Mary went to the kitchen . Sandra went to the garden . John journeyed to the hallway . John went back to the bathroom .Where is Mary ?,kitchen,hallway
Mary went to the kitchen . Sandra went to the garden . John journeyed to the hallway . John went back to the bathroom . Daniel went to the garden . Daniel moved to the bedroom .Where is John ?,bathroom,kitchen
Mary went to the kitchen . Sandra went to the garden . John journeyed to the hallway . John went back to the bathroom . Daniel went to the garden . Daniel moved to the bedroom . Sandra went back to the bedroom . John journeyed to the garden .Where is Daniel ?,bedroom,kitchen
Mary went to the kitchen . Sandra went to the garden . John journeyed to the hallway . John went back to the bathroom . Daniel went to the garden . Daniel moved to the bedroom . Sandra went back to the bedroom . John journeyed to the garden . Mary travelled to the hallway . Daniel travelled to the garden .Where is John ?,garden,kitchen
Sandra went back to the bedroom . John moved to the garden .Where is Sandra ?,bedroom,hallway
Sandra went back to the bedroom . John moved to the garden . Daniel journeyed to the hallway . Sandra travelled to the hallway .Where is Daniel ?,hallway,kitchen
Sandra went back to the bedroom . John moved to the garden . Daniel journeyed to the hallway . Sandra travelled to the hallway . Daniel travelled to the bathroom . Mary travelled to the garden .Where is Daniel ?,bathroom,kitchen
Sandra went back to the bedroom . John moved to the garden . Daniel journeyed to the hallway . Sandra travelled to the hallway . Daniel travelled to the bathroom . Mary travelled to the garden . Daniel journeyed to the garden . Daniel moved to the bathroom .Where is Mary ?,garden,hallway
Sandra went back to the bedroom . John moved to the garden . Daniel journeyed to the hallway . Sandra travelled to the hallway . Daniel travelled to the bathroom . Mary travelled to the garden . Daniel journeyed to the garden . Daniel moved to the bathroom . Sandra went back to the garden . Daniel went to the bedroom .Where is Daniel ?,bedroom,kitchen
Daniel travelled to the garden . Sandra journeyed to the bedroom .Where is Daniel ?,garden,kitchen
Daniel travelled to the garden . Sandra journeyed to the bedroom . Daniel journeyed to the office . Daniel travelled to the bathroom .Where is Sandra ?,bedroom,hallway
Daniel travelled to the garden . Sandra journeyed to the bedroom . Daniel journeyed to the office . Daniel travelled to the bathroom . Sandra travelled to the kitchen . Daniel went to the hallway .Where is Daniel ?,hallway,kitchen
